negozio,data,vendite
SRV,08/12/2025,319.68
MAR,09/12/2025,590.91
BHR,09/12/2025,4485
BIR,09/12/2025,2847.9
BMP,09/12/2025,1030
ECI,09/12/2025,1590.91
FLO,09/12/2025,1997.62
GLA,09/12/2025,5262.49
LBM,09/12/2025,3291.66
LRM,09/12/2025,3594.26
MIL,09/12/2025,5819.67
NBS,09/12/2025,11833.33
NYC,09/12/2025,11625
PAR,09/12/2025,7533.34
ROM,09/12/2025,1422.13
SER,09/12/2025,414.87
SRV,09/12/2025,1975.42
MAR,10/12/2025,2033.05
BHR,10/12/2025,5695
BIR,10/12/2025,4166.23
ECI,10/12/2025,0
FLO,10/12/2025,1094.26
GLA,10/12/2025,2733.34
LBM,10/12/2025,3174.99
LRM,10/12/2025,1393.44
MIL,10/12/2025,7663.94
NBS,10/12/2025,6300.01
NYC,10/12/2025,8590
PAR,10/12/2025,5637.49
ROM,10/12/2025,2857.38
SER,10/12/2025,8053.7
SRV,10/12/2025,3012.29
MAR,11/12/2025,1421.48
BHR,11/12/2025,5240
BIR,11/12/2025,1976.66
BMP,11/12/2025,1584
CAS,11/12/2025,603.31
ECI,11/12/2025,2388.43
FLO,11/12/2025,696.72
GLA,11/12/2025,7516.66
LBM,11/12/2025,8267.51
LRM,11/12/2025,2163.94
MIL,11/12/2025,10327.88
NBS,11/12/2025,4362.5
NYC,11/12/2025,8960.5
PAR,11/12/2025,11548.31
ROM,11/12/2025,3464.75
SER,11/12/2025,4161.99
SRV,11/12/2025,2213.14
BHR,12/12/2025,6550
BIR,12/12/2025,2760.82
BMP,12/12/2025,1305
CAS,12/12/2025,619.83
ECI,12/12/2025,2020.66
FLO,12/12/2025,3096.32
GLA,12/12/2025,5345.83
LBM,12/12/2025,6824.98
LRM,12/12/2025,5991.82
MIL,12/12/2025,10389.32
NBS,12/12/2025,7679.16
NYC,12/12/2025,3285
PAR,12/12/2025,7299.99
ROM,12/12/2025,4319.68
SER,12/12/2025,4590.91
SRV,12/12/2025,1813.94
MAR,13/12/2025,2161.15
BHR,13/12/2025,10100
BIR,13/12/2025,1222.49
BMP,13/12/2025,1560
CAS,13/12/2025,1000.83
ECI,13/12/2025,5553.7
FLO,13/12/2025,10630.32
GLA,13/12/2025,8071.67
LBM,13/12/2025,6512.48
LRM,13/12/2025,3887.3
MIL,13/12/2025,1336.06
NBS,13/12/2025,9129.14
NYC,13/12/2025,10485
PAR,13/12/2025,16570.82
ROM,13/12/2025,7750.81
SER,13/12/2025,6429.73
SRV,13/12/2025,2031.14
MAR,14/12/2025,516.53
BHR,14/12/2025,12158.5
BIR,14/12/2025,4090.79
BMP,14/12/2025,6740
CAS,14/12/2025,1652.88
ECI,14/12/2025,1851.24
FLO,14/12/2025,1262.3
GLA,14/12/2025,8670.84
LBM,14/12/2025,3954.17
LRM,14/12/2025,4258.2
MIL,14/12/2025,8372.95
NBS,14/12/2025,5387.49
PAR,14/12/2025,11654.91
ROM,14/12/2025,1631.15
SER,14/12/2025,6119.84
SRV,14/12/2025,3393.39
MAR,15/12/2025,1644.63
BHR,15/12/2025,3135
BIR,15/12/2025,1733.32
BMP,15/12/2025,1400
CAS,15/12/2025,0
ECI,15/12/2025,2512.39
FLO,15/12/2025,454.92
GLA,15/12/2025,4158.33
LBM,15/12/2025,6725
LRM,15/12/2025,2557.37
MIL,15/12/2025,3364.76
NBS,15/12/2025,4919.17
NYC,15/12/2025,12785
PAR,15/12/2025,5092.52
ROM,15/12/2025,2419.27
SER,15/12/2025,5319.01
SRV,15/12/2025,569.67
BHR,16/12/2025,2930
BIR,16/12/2025,1387.48
BMP,16/12/2025,350
CAS,16/12/2025,2450.41
ECI,16/12/2025,2033.06
FLO,16/12/2025,885.25
GLA,16/12/2025,8729.16
LBM,16/12/2025,2941.83
LRM,16/12/2025,5831.98
MIL,16/12/2025,4155.74
NBS,16/12/2025,8097.89
NYC,16/12/2025,7300
PAR,16/12/2025,4566.16
ROM,16/12/2025,2106.55
SER,16/12/2025,7685.93
SRV,16/12/2025,3258.16
MAR,17/12/2025,2962.8
BHR,17/12/2025,6015
BIR,17/12/2025,924.58
BMP,17/12/2025,700
CAS,17/12/2025,590.91
ECI,17/12/2025,4309.91
FLO,17/12/2025,815.57
GLA,17/12/2025,4808.33
LBM,17/12/2025,11012.5
LRM,17/12/2025,3971.32
MIL,17/12/2025,9177.87
NBS,17/12/2025,8510.84
NYC,17/12/2025,12374.5
PAR,17/12/2025,12885.81
ROM,17/12/2025,4020.5
SER,17/12/2025,6282.64
SRV,17/12/2025,1262.28
MAR,18/12/2025,2243.8
BHR,18/12/2025,1845
BIR,18/12/2025,3110.81
BMP,18/12/2025,1220
CAS,18/12/2025,590.91
ECI,18/12/2025,2347.1
FLO,18/12/2025,1024.59
GLA,18/12/2025,2254.17
LBM,18/12/2025,5108.32
LRM,18/12/2025,2983.61
MIL,18/12/2025,4680.33
NBS,18/12/2025,1822.5
NYC,18/12/2025,6785
PAR,18/12/2025,5048.33
ROM,18/12/2025,2193.03
SER,18/12/2025,3268.59
SRV,18/12/2025,3313.49
BHR,19/12/2025,2965
BIR,19/12/2025,6133.31
BMP,19/12/2025,350
ECI,19/12/2025,3508.27
GLA,19/12/2025,2366.67
LBM,19/12/2025,4266.66
LRM,19/12/2025,1631.15
MIL,19/12/2025,7655.75
NBS,19/12/2025,6870.83
NYC,19/12/2025,4105
PAR,19/12/2025,3464.16
ROM,19/12/2025,5184.85
SER,19/12/2025,8528.92
SRV,19/12/2025,852.44
BHR,20/12/2025,6315
BIR,20/12/2025,1379.16
BMP,20/12/2025,5155
CAS,20/12/2025,1855.36
ECI,20/12/2025,1247.93
FLO,20/12/2025,1882.88
GLA,20/12/2025,3937.49
LBM,20/12/2025,5220.82
LRM,20/12/2025,3598.36
MIL,20/12/2025,8848.34
NBS,20/12/2025,10239.98
NYC,20/12/2025,9250
PAR,20/12/2025,893.75
ROM,20/12/2025,7635.25
SER,20/12/2025,5571.46
SRV,20/12/2025,426.22
MAR,21/12/2025,4772.72
BHR,21/12/2025,5485
BIR,21/12/2025,1749.16
BMP,21/12/2025,4280
CAS,21/12/2025,0
ECI,21/12/2025,2115.7
FLO,21/12/2025,2372.95
GLA,21/12/2025,4829.16
LBM,21/12/2025,4629.17
LRM,21/12/2025,4536.89
MIL,21/12/2025,10803.27
NBS,21/12/2025,4345.83
PAR,21/12/2025,9545.82
ROM,21/12/2025,1024.59
SER,21/12/2025,6450.41
SRV,21/12/2025,5133.57
MAR,22/12/2025,1553.72
BHR,22/12/2025,7905
BIR,22/12/2025,1540
BMP,22/12/2025,1530
CAS,22/12/2025,590.91
ECI,22/12/2025,2714.88
FLO,22/12/2025,2911.56
GLA,22/12/2025,6267.51
LBM,22/12/2025,5654.58
LRM,22/12/2025,1819.67
MIL,22/12/2025,5428.7
NBS,22/12/2025,6389.65
NYC,22/12/2025,9665
PAR,22/12/2025,5733.33
ROM,22/12/2025,7568.45
SER,22/12/2025,5495.87
SRV,22/12/2025,343.03
MAR,23/12/2025,966.94
BHR,23/12/2025,11865
BIR,23/12/2025,3040.82
BMP,23/12/2025,1777
CAS,23/12/2025,1607.43
ECI,23/12/2025,5026.86
FLO,23/12/2025,147.54
GLA,23/12/2025,7991.65
LBM,23/12/2025,4575
LRM,23/12/2025,2643.45
MIL,23/12/2025,3590.17
NBS,23/12/2025,5795.82
NYC,23/12/2025,2540
PAR,23/12/2025,8760.42
ROM,23/12/2025,7553.27
SER,23/12/2025,14116.11
SRV,23/12/2025,897.54
MAR,24/12/2025,2177.69
BHR,24/12/2025,3120
BIR,24/12/2025,208.33
CAS,24/12/2025,2070.25
ECI,24/12/2025,1233.46
FLO,24/12/2025,4213.11
GLA,24/12/2025,5312.49
LBM,24/12/2025,1041.67
LRM,24/12/2025,1188.52
MIL,24/12/2025,3770.49
NBS,24/12/2025,512.5
NYC,24/12/2025,20419
PAR,24/12/2025,4375
ROM,24/12/2025,2200.82
SER,24/12/2025,5516.52
SRV,24/12/2025,356.56
BHR,26/12/2025,18765
BIR,26/12/2025,4372.48
CAS,26/12/2025,1206.61
ECI,26/12/2025,3888.43
GLA,26/12/2025,3908.33
LBM,26/12/2025,2120.83
LRM,26/12/2025,1446.72
NBS,26/12/2025,4725.01
NYC,26/12/2025,5620
PAR,26/12/2025,6271
ROM,26/12/2025,3930.32
SER,26/12/2025,3694.21
SRV,26/12/2025,1131.14
BHR,27/12/2025,12970
BIR,27/12/2025,4170.82
BMP,27/12/2025,840
CAS,27/12/2025,603.31
ECI,27/12/2025,4966.93
FLO,27/12/2025,586.48
GLA,27/12/2025,4716.65
LBM,27/12/2025,1445.84
MIL,27/12/2025,5054.1
NBS,27/12/2025,4058.32
NYC,27/12/2025,2960
PAR,27/12/2025,3899.99
ROM,27/12/2025,673.77
SER,27/12/2025,5008.26
SRV,27/12/2025,1008.19
MAR,28/12/2025,3384.29
BHR,28/12/2025,7500
BIR,28/12/2025,2639.57
BMP,28/12/2025,2505
ECI,28/12/2025,2020.66
FLO,28/12/2025,2286.89
GLA,28/12/2025,5583.32
LBM,28/12/2025,2612.5
LRM,28/12/2025,2385.26
NBS,28/12/2025,7175.01
PAR,28/12/2025,2012.5
ROM,28/12/2025,2565.59
SER,28/12/2025,6991.72
SRV,28/12/2025,1643.44
MAR,29/12/2025,2611.57
BHR,29/12/2025,3880
BIR,29/12/2025,1945
BMP,29/12/2025,540
CAS,29/12/2025,-619.83
ECI,29/12/2025,247.93
FLO,29/12/2025,1065.58
GLA,29/12/2025,2720.82
LBM,29/12/2025,4095.83
LRM,29/12/2025,684.43
MIL,29/12/2025,1995.91
NBS,29/12/2025,3645.84
NYC,29/12/2025,9265
PAR,29/12/2025,5684.18
ROM,29/12/2025,2959.02
SER,29/12/2025,4483.46
SRV,29/12/2025,516.39
MAR,30/12/2025,6487.6
BHR,30/12/2025,15365
BIR,30/12/2025,4794.58
CAS,30/12/2025,1590.91
ECI,30/12/2025,2590.91
FLO,30/12/2025,2735.33
GLA,30/12/2025,3566.66
LBM,30/12/2025,2116.66
LRM,30/12/2025,1897.55
MIL,30/12/2025,1385.25
NBS,30/12/2025,6608.33
NYC,30/12/2025,3775
PAR,30/12/2025,3024.99
ROM,30/12/2025,2813.94
SER,30/12/2025,8206.6
SRV,30/12/2025,836.06
BHR,31/12/2025,8485
BIR,31/12/2025,3033.32
ECI,31/12/2025,7830.56
FLO,31/12/2025,3241.8
GLA,31/12/2025,4974.99
LBM,31/12/2025,3987.49
LRM,31/12/2025,2508.2
MIL,31/12/2025,3106.55
NBS,31/12/2025,4970.83
NYC,31/12/2025,4715
PAR,31/12/2025,6141.66
ROM,31/12/2025,2463.12
SER,31/12/2025,7855.36
SRV,31/12/2025,1008.19
BHR,01/01/2026,5710
BIR,01/01/2026,2841.65
BMP,01/01/2026,885
BHR,02/01/2026,13729.5
BIR,02/01/2026,6647.49
BMP,02/01/2026,315
CAS,02/01/2026,619.83
ECI,02/01/2026,5285.12
FLO,02/01/2026,2004.51
GLA,02/01/2026,3683.33
LBM,02/01/2026,1579.17
LRM,02/01/2026,1586.06
MIL,02/01/2026,8905.73
NBS,02/01/2026,8525
NYC,02/01/2026,1940
PAR,02/01/2026,5166.66
ROM,02/01/2026,3721.32
SER,02/01/2026,7384.29
SRV,02/01/2026,1221.31
MAR,03/01/2026,5177.68
BHR,03/01/2026,5595
BIR,03/01/2026,2299.99
BMP,03/01/2026,1365
CAS,03/01/2026,1004.13
ECI,03/01/2026,1681.82
FLO,03/01/2026,2173.85
GLA,03/01/2026,3427.5
LBM,03/01/2026,2029.17
LRM,03/01/2026,2160.65
MIL,03/01/2026,4672.12
NBS,03/01/2026,5866.66
NYC,03/01/2026,5000
PAR,03/01/2026,4891.66
ROM,03/01/2026,2336.07
SER,03/01/2026,11851.22
SRV,03/01/2026,8057.35
